sentence_id,sentence_text,target_span,entity_type,source,dep,dep_gloss,governing_verb
s00840,"The day is come when I again repose Here, under this dark sycamore, and view These plots of cottage-ground, these orchard-tufts, Which, at this season, with their unripe fruits, Among the woods and copses lose themselves, Nor, with their green and simple hue, disturb The wild green landscape.",orchard-tufts,FLORA,gold,appos,Appositive,plot
s00840,"The day is come when I again repose Here, under this dark sycamore, and view These plots of cottage-ground, these orchard-tufts, Which, at this season, with their unripe fruits, Among the woods and copses lose themselves, Nor, with their green and simple hue, disturb The wild green landscape.",fruits,FLORA,gold,pobj,Object of Preposition,with
s00840,"The day is come when I again repose Here, under this dark sycamore, and view These plots of cottage-ground, these orchard-tufts, Which, at this season, with their unripe fruits, Among the woods and copses lose themselves, Nor, with their green and simple hue, disturb The wild green landscape.",woods,FLORA,gold,pobj,Object of Preposition,among
s00840,"The day is come when I again repose Here, under this dark sycamore, and view These plots of cottage-ground, these orchard-tufts, Which, at this season, with their unripe fruits, Among the woods and copses lose themselves, Nor, with their green and simple hue, disturb The wild green landscape.",copses,FLORA,gold,conj,Conjoined Element (shares role with another entity),wood
s00205,"The surface is very uneven, rising like the waves of a troubled sea, descending low, and interspersed by rifts that sink deep.",waves,LANDSCAPE,gold,pobj,Object of Preposition,like
s00205,"The surface is very uneven, rising like the waves of a troubled sea, descending low, and interspersed by rifts that sink deep.",sea,LANDSCAPE,gold,pobj,Object of Preposition,of
s00205,"The surface is very uneven, rising like the waves of a troubled sea, descending low, and interspersed by rifts that sink deep.",rifts,LANDSCAPE,gold,pobj,Object of Preposition,by
s00039,"The one was fire and fickleness, a child Most mutable in wishes, but in mind A wit as various,--gay, grave, sage, or wild,-- Historian, bard, philosopher combined: He multiplied himself among mankind, The Proteus of their talents: But his own Breathed most in ridicule,--which, as the wind, Blew where it listed, laying all things prone,-- Now to o'erthrow a fool, and now to shake a throne.",wind,WEATHER,gold,pobj,Object of Preposition,as
s00705,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",sky,WEATHER,gold,nsubj,Active Subject (doing the action),lie
s00705,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",sea,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),sky
s00562,"O, Wind, If Winter comes, can Spring be far behind?",Wind,WEATHER,gold,npadvmod,Other (npadvmod),be
s00562,"O, Wind, If Winter comes, can Spring be far behind?",Winter,WEATHER,gold,nsubj,Active Subject (doing the action),come
s00562,"O, Wind, If Winter comes, can Spring be far behind?",Spring,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00066,"O'er the sea, And from the mountains where I now respire, Fain would I waft such blessing upon thee, As, with a sigh, I deem thou mightst have been to me!",sea,LANDSCAPE,gold,pobj,Object of Preposition,o'er
s00066,"O'er the sea, And from the mountains where I now respire, Fain would I waft such blessing upon thee, As, with a sigh, I deem thou mightst have been to me!",mountains,LANDSCAPE,gold,pobj,Object of Preposition,from
s00710,"Her beams bemocked the sultry main, Like April hoar-frost spread; But where the ship's huge shadow lay, The charmed water burnt alway A still and awful red.",beams,WEATHER,gold,nsubj,Active Subject (doing the action),bemock
s00710,"Her beams bemocked the sultry main, Like April hoar-frost spread; But where the ship's huge shadow lay, The charmed water burnt alway A still and awful red.",hoar-frost,WEATHER,gold,nsubj,Active Subject (doing the action),spread
s00710,"Her beams bemocked the sultry main, Like April hoar-frost spread; But where the ship's huge shadow lay, The charmed water burnt alway A still and awful red.",water,LANDSCAPE,gold,nsubj,Active Subject (doing the action),burn
s00710,"Her beams bemocked the sultry main, Like April hoar-frost spread; But where the ship's huge shadow lay, The charmed water burnt alway A still and awful red.",main,LANDSCAPE,gold,dobj,Direct Object (action done to it),bemock
s00625,"At length did cross an Albatross: Thorough the fog it came; As if it had been a Christian soul, We hailed it in God's name.",Albatross,FAUNA,gold,dobj,Direct Object (action done to it),cross
s00625,"At length did cross an Albatross: Thorough the fog it came; As if it had been a Christian soul, We hailed it in God's name.",fog,WEATHER,gold,dobj,Direct Object (action done to it),come
s00536,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",flood,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),city
s00536,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",sky,WEATHER,gold,pobj,Object of Preposition,of
s00536,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",pines,FLORA,gold,nsubj,Active Subject (doing the action),strew
s00536,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",soil,LANDSCAPE,gold,pobj,Object of Preposition,in
s00536,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",rocks,LANDSCAPE,gold,nsubj,Active Subject (doing the action),overthrow
s00043,"The clouds above me to the white Alps tend, And I must pierce them, and survey whate'er May be permitted, as my steps I bend To their most great and growing region, where The earth to her embrace compels the powers of air.",clouds,WEATHER,gold,nsubj,Active Subject (doing the action),tend
s00043,"The clouds above me to the white Alps tend, And I must pierce them, and survey whate'er May be permitted, as my steps I bend To their most great and growing region, where The earth to her embrace compels the powers of air.",Alps,LANDSCAPE,gold,pobj,Object of Preposition,to
s00043,"The clouds above me to the white Alps tend, And I must pierce them, and survey whate'er May be permitted, as my steps I bend To their most great and growing region, where The earth to her embrace compels the powers of air.",earth,LANDSCAPE,gold,nsubj,Active Subject (doing the action),compel
s00043,"The clouds above me to the white Alps tend, And I must pierce them, and survey whate'er May be permitted, as my steps I bend To their most great and growing region, where The earth to her embrace compels the powers of air.",air,WEATHER,gold,pobj,Object of Preposition,of
s00544,"And what were thou, and earth, and stars, and sea, If to the human mind’s imaginings Silence and solitude were vacancy?",earth,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),be
s00544,"And what were thou, and earth, and stars, and sea, If to the human mind’s imaginings Silence and solitude were vacancy?",stars,WEATHER,gold,conj,Conjoined Element (shares role with another entity),earth
s00544,"And what were thou, and earth, and stars, and sea, If to the human mind’s imaginings Silence and solitude were vacancy?",sea,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),star
s00085,"To be thus-- Grey-haired with anguish, like these blasted pines, Wrecks of a single winter, barkless, branchless,A blighted trunk upon a curséd root, Which but supplies a feeling to Decay-- And to be thus, eternally but thus, 70 Having been otherwise!",pines,FLORA,gold,pobj,Object of Preposition,like
s00085,"To be thus-- Grey-haired with anguish, like these blasted pines, Wrecks of a single winter, barkless, branchless,A blighted trunk upon a curséd root, Which but supplies a feeling to Decay-- And to be thus, eternally but thus, 70 Having been otherwise!",winter,WEATHER,gold,pobj,Object of Preposition,of
s00085,"To be thus-- Grey-haired with anguish, like these blasted pines, Wrecks of a single winter, barkless, branchless,A blighted trunk upon a curséd root, Which but supplies a feeling to Decay-- And to be thus, eternally but thus, 70 Having been otherwise!",trunk,FLORA,gold,appos,Appositive,wreck
s00085,"To be thus-- Grey-haired with anguish, like these blasted pines, Wrecks of a single winter, barkless, branchless,A blighted trunk upon a curséd root, Which but supplies a feeling to Decay-- And to be thus, eternally but thus, 70 Having been otherwise!",root,FLORA,gold,pobj,Object of Preposition,upon
s00619,"And now the STORM-BLAST came, and he Was tyrannous and strong: He struck with his o'ertaking wings, And chased south along.",STORM-BLAST,WEATHER,gold,nsubj,Active Subject (doing the action),come
s00576,"From cape to cape, with a bridge-like shape, Over a torrent sea, Sunbeam-proof, I hand like a roof,— The mountains its columns be.",cape,LANDSCAPE,gold,pobj,Object of Preposition,from
s00576,"From cape to cape, with a bridge-like shape, Over a torrent sea, Sunbeam-proof, I hand like a roof,— The mountains its columns be.",sea,LANDSCAPE,gold,pobj,Object of Preposition,over
