sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma,notes
s00014,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Far along, From peak to peak, the rattling crags among, Leaps the live thunder!",,,,peak,16,20,LANDSCAPE,False,peak,
s00722,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And soon I heard a roaring wind: It did not come anear; But with its sound it shook the sails, That were so thin and sere.",band_1,1,wind,wind,27,31,WEATHER,False,wind,
s00099,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Hold, madman!--though aweary of thy life, 110 Stain not our pure vales with thy guilty blood: Away with me----I will not quit my hold.",band_1,1,vale,,,,,,,
s00699,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Alone, alone, all, all alone, Alone on a wide wide sea!",band_1,1,sea,sea,51,54,LANDSCAPE,False,sea,
s00783,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the bay was white with silent light, Till rising from the same, Full many shapes, that shadows were, In crimson colours came.",band_1,1,bay,bay,8,11,LANDSCAPE,False,bay,
s00680,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Her lips were red, her looks were free, Her locks were yellow as gold: Her skin was as white as leprosy, The Night-Mare LIFE-IN-DEATH was she, Who thicks man's blood with cold.",band_1,1,mare,cold,171,175,WEATHER,True,cold,"Here, cold is a metaphorical description of fear induced from Life-in-Death's supernatural power -> it is figurative"
s00450,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"“Then I fancy we have seen him, for the day before we picked you up we saw some dogs drawing a sledge, with a man in it, across the ice.”",band_1,1,dog,dogs,80,84,FAUNA,False,dog,
s00632,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"From the fiends, that plague thee thus!-- Why look'st thou so?""--With my cross-bow I shot the ALBATROSS.",band_1,1,albatross,ALBATROSS,94,103,FAUNA,False,albatross,
s00384,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I am practically industrious—painstaking, a workman to execute with perseverance and labour—but besides this there is a love for the marvellous, a belief in the marvellous, intertwined in all my projects, which hurries me out of the common pathways of men, even to the wild sea and unvisited regions I am about to explore.",band_1,1,sea,sea,274,277,LANDSCAPE,False,sea,
s00853,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"For I have learned To look on nature, not as in the hour Of thoughtless youth, but hearing oftentimes The still, sad music of humanity, Not harsh nor grating, though of ample power To chasten and subdue.",band_1,1,humanity,,,,,,,
s00815,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Upon the whirl, where sank the ship, The boat spun round and round; And all was still, save that the hill Was telling of the sound.",band_1,1,hill,hill,101,105,LANDSCAPE,False,hill,
s00815,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Upon the whirl, where sank the ship, The boat spun round and round; And all was still, save that the hill Was telling of the sound.",,,,whirl,9,14,LANDSCAPE,False,whirl,"Here, whirl refers to a water-based phenomenon (WordNet classifies it under 'current', a body_of_water concept), tagged LANDSCAPE rather than WEATHER, which is reserved for atmospheric phenomena."
s00255,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"You, my creator, abhor me; what hope can I gather from your fellow creatures, who owe me nothing?",band_1,1,creature,,,,,,,
s00580,Percy Shelley,To a Skylark,"Hail to thee, blithe Spirit!",band_1,1,hail,Spirit,21,27,NATURE,False,spirit,
s00780,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The harbour-bay was clear as glass, So smoothly it was strewn!",band_1,1,bay,,,,,,,
s00674,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Are those her sails that glance in the Sun, Like restless gossameres!",band_1,1,sun,Sun,39,42,WEATHER,False,sun,
s00195,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),Why does man boast of sensibilities superior to those apparent in the brute; it only renders them more necessary beings.,band_1,1,brute,,,,,,,
s00361,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline.,band_1,1,mildness,,,,,,,
s00004,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"It is the hush of night, and all between Thy margin and the mountains, dusk, yet clear, Mellowed and mingling, yet distinctly seen.",band_1,1,mountain,mountains,60,69,LANDSCAPE,False,mountain,
s00004,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"It is the hush of night, and all between Thy margin and the mountains, dusk, yet clear, Mellowed and mingling, yet distinctly seen.",,,,night,18,23,WEATHER,False,night,
s00004,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"It is the hush of night, and all between Thy margin and the mountains, dusk, yet clear, Mellowed and mingling, yet distinctly seen.",,,,margin,45,51,LANDSCAPE,False,margin,"Here, the margin refers to the lake (Leman) directly, meaning its shoreline/edge."
s00571,Percy Shelley,The Cloud,"With wings folded I rest, on mine aery nest, As still as a brooding dove.",band_1,1,dove,dove,68,72,FAUNA,True,dove,
s00592,Percy Shelley,To a Skylark,What objects are the fountains Of thy happy strain?,band_1,1,fountain,fountains,21,30,LANDSCAPE,True,fountain,
s00470,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),How can I see so noble a creature destroyed by misery without feeling the most poignant grief?,band_1,1,creature,,,,,,,
s00649,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And some in dreams assured were Of the spirit that plagued us so: Nine fathom deep he had followed us From the land of mist and snow.,band_1,1,snow,spirit,39,45,NATURE,False,spirit,
s00649,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And some in dreams assured were Of the spirit that plagued us so: Nine fathom deep he had followed us From the land of mist and snow.,,,,snow,128,132,WEATHER,False,snow,
s00649,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And some in dreams assured were Of the spirit that plagued us so: Nine fathom deep he had followed us From the land of mist and snow.,,,,mist,119,123,WEATHER,False,mist,
s00201,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),It was nearly noon when I arrived at the top of the ascent.,band_1,1,ascent,ascent,52,58,LANDSCAPE,False,ascent,
s00421,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"About two hours after this occurrence we heard the ground sea, and before night the ice broke and freed our ship.",band_1,1,sea,sea,58,61,LANDSCAPE,False,sea,
s00421,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"About two hours after this occurrence we heard the ground sea, and before night the ice broke and freed our ship.",,,,ice,84,87,WEATHER,False,ice,
s00746,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Then like a pawing horse let go, She made a sudden bound: It flung the blood into my head, And I fell down in a swound.",band_1,1,horse,horse,19,24,FAUNA,True,horse,
s00756,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,What is the OCEAN doing?,band_1,1,ocean,OCEAN,12,17,LANDSCAPE,False,ocean,
s00207,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),The opposite mountain is a bare perpendicular rock.,band_1,1,mountain,mountain,13,21,LANDSCAPE,False,mountain,
s00207,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),The opposite mountain is a bare perpendicular rock.,,,,rock,46,50,LANDSCAPE,False,rock,
s00296,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.",band_1,1,breeze,breeze,102,108,WEATHER,False,breeze,"Here, London and Petersburgh are not tagged because they are human settlements, not natural landforms."
s00581,Percy Shelley,To a Skylark,"Bird thou never wert, That from Heaven, or near it, Pourest thy full heart In profuse strains of unpremeditated art.",band_1,1,bird,Bird,0,4,FAUNA,False,bird,
s00581,Percy Shelley,To a Skylark,"Bird thou never wert, That from Heaven, or near it, Pourest thy full heart In profuse strains of unpremeditated art.",,,,Heaven,32,38,WEATHER,False,heaven,"Given the context (a skylark singing from high altitude), this refers to the literal sky/up-in-the-air sense rather than the strictly religious afterlife sense."
s00725,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And to and fro, and in and out, The wan stars danced between.",band_1,1,star,stars,40,45,WEATHER,False,star,
s00003,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"This quiet sail is as a noiseless wing To waft me from distraction; once I loved Torn ocean's roar, but thy soft murmuring Sounds sweet as if a sister's voice reproved, That I with stern delights should e'er have been so moved.",band_1,1,ocean,ocean,86,91,LANDSCAPE,False,ocean,
s00648,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The water, like a witch's oils, Burnt green, and blue and white.",band_1,1,water,water,4,9,LANDSCAPE,False,water,
s00331,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"They fly quickly over the snow in their sledges; the motion is pleasant, and, in my opinion, far more agreeable than that of an English stagecoach.",band_1,1,snow,snow,26,30,WEATHER,False,snow,
s00356,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Well, these are useless complaints; I shall certainly find no friend on the wide ocean, nor even here in Archangel, among merchants and seamen.",band_2,2,archangel; ocean,ocean,81,86,LANDSCAPE,False,ocean,"Not Archangel, because it refers to a human settlement, not a natural landform."
s00765,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I woke, and we were sailing on As in a gentle weather: 'Twas night, calm night, the Moon was high; The dead men stood together.",band_2,2,moon; weather,weather,46,53,WEATHER,False,weather,
s00765,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I woke, and we were sailing on As in a gentle weather: 'Twas night, calm night, the Moon was high; The dead men stood together.",,,,Moon,84,88,WEATHER,False,moon,
s00765,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I woke, and we were sailing on As in a gentle weather: 'Twas night, calm night, the Moon was high; The dead men stood together.",,,,night,61,66,WEATHER,False,night,
s00189,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The ascent is precipitous, but the path is cut into continual and short windings, which enable you to surmount the perpendicularity of the mountain.",band_2,2,ascent; mountain,ascent,4,10,LANDSCAPE,False,ascent,
s00189,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The ascent is precipitous, but the path is cut into continual and short windings, which enable you to surmount the perpendicularity of the mountain.",,,,mountain,139,147,LANDSCAPE,False,mountain,
s00565,Percy Shelley,The Cloud,"I wield the flail of the lashing hail, And whiten the green plains under, And then again I dissolve it in rain, And laugh as I pass in thunder.",band_2,2,hail; rain,hail,33,37,WEATHER,False,hail,
s00565,Percy Shelley,The Cloud,"I wield the flail of the lashing hail, And whiten the green plains under, And then again I dissolve it in rain, And laugh as I pass in thunder.",,,,plains,60,66,LANDSCAPE,False,plain,
s00565,Percy Shelley,The Cloud,"I wield the flail of the lashing hail, And whiten the green plains under, And then again I dissolve it in rain, And laugh as I pass in thunder.",,,,rain,106,110,WEATHER,False,rain,
s00565,Percy Shelley,The Cloud,"I wield the flail of the lashing hail, And whiten the green plains under, And then again I dissolve it in rain, And laugh as I pass in thunder.",,,,thunder,135,142,WEATHER,False,thunder,
s00872,William Wordsworth,The Tables Turned,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",band_2,2,mountain; sun,sun,4,7,WEATHER,False,sun,
s00872,William Wordsworth,The Tables Turned,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",,,,mountain’s head,18,33,LANDSCAPE,False,,
s00872,William Wordsworth,The Tables Turned,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",,,,fields,90,96,LANDSCAPE,False,field,
s00872,William Wordsworth,The Tables Turned,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",,,,evening,125,132,WEATHER,False,evening,
s00402,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Thus far I have gone, tracing a secure way over the pathless seas, the very stars themselves being witnesses and testimonies of my triumph.",band_2,2,sea; star,seas,61,65,LANDSCAPE,False,sea,
s00402,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Thus far I have gone, tracing a secure way over the pathless seas, the very stars themselves being witnesses and testimonies of my triumph.",,,,stars,76,81,WEATHER,False,star,
