sentence_id,author,work,sentence_text,n_candidates,candidate_words,candidate_entity_types,band
s00119,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),'twere in vain.,0,,,band_0
s00120,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),I know not that; let thy lips utter it.,0,,,band_0
s00121,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Well, though it torture me, 'tis but the same; My pang shall find a voice.",0,,,band_0
s00122,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"From my youth upwards 50 My Spirit walked not with the souls of men, Nor looked upon the earth with human eyes; The thirst of their ambition was not mine, The aim of their existence was not mine; My joys--my griefs--my passions--and my powers, Made me a stranger; though I wore the form, I had no sympathy with breathing flesh, Nor midst the Creatures of Clay that girded me Was there but One who--but of her anon.",1,creature,FAUNA,band_1
s00123,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I said with men, and with the thoughts of men, 60 I held but slight communion; but instead, My joy was in the wilderness,--to breathe The difficult air of the iced mountain's top,Where the birds dare not build--nor insect's wing Flit o'er the herbless granite; or to plunge Into the torrent, and to roll along On the swift whirl of the new-breaking wave Of river-stream, or Ocean, in their flow.",9,air; bird; insect; mountain; ocean; river; stream; torrent; wave,FAUNA; LANDSCAPE; WEATHER,band_3plus
s00124,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",3,lightning; star; wind,WEATHER,band_3plus
s00125,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"These were my pastimes, and to be alone; For if the beings, of whom I was one,-- Hating to be so,--crossed me in my path, I felt myself degraded back to them, And was all clay again.",0,,,band_0
s00126,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"And then I dived, In my lone wanderings, to the caves of Death, 80 Searching its cause in its effect; and drew From withered bones, and skulls, and heaped up dust Conclusions most forbidden.",1,cave,LANDSCAPE,band_1
s00127,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Then I passed-- The nights of years in sciences untaught, Save in the old-time; and with time and toil, And terrible ordeal, and such penance As in itself hath power upon the air, And spirits that do compass air and earth, Space, and the peopled Infinite, I made Mine eyes familiar with Eternity, 90 Such as, before me, did the Magi, and He who from out their fountain-dwellings raised Eros and Anteros,at Gadara, As I do thee;--and with my knowledge grew The thirst of knowledge, and the power and joy Of this most bright intelligence, until---- _",3,air; fountain,LANDSCAPE; WEATHER,band_3plus
s00128,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I but thus prolonged my words, Boasting these idle attributes, because As I approach the core of my heart's grief--",0,,,band_0
s00129,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),But--to my task.,0,,,band_0
s00130,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I have not named to thee 100 Father or mother, mistress, friend, or being, With whom I wore the chain of human ties; If I had such, they seemed not such to me--",1,chain,LANDSCAPE,band_1
s00131,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),Yet there was One---- _,0,,,band_0
s00132,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),Spare not thyself--proceed.,0,,,band_0
s00133,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"She was like me in lineaments--her eyes-- Her hair--her features--all, to the very tone Even of her voice, they said were like to mine; But softened all, and tempered into beauty:",0,,,band_0
s00134,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"She had the same lone thoughts and wanderings, The quest of hidden knowledge, and a mind 110 To comprehend the Universe: nor these Alone, but with them gentler powers than mine, Pity, and smiles, and tears--which I had not; And tenderness--but that I had for her; Humility--and that I never had.",0,,,band_0
s00135,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Her faults were mine--her virtues were her own-- I loved her, and destroyed her!",0,,,band_0
s00136,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),With thy hand? _Man_.,0,,,band_0
s00137,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Not with my hand, but heart, which broke her heart; It gazed on mine, and withered.",0,,,band_0
s00138,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I have shed Blood, but not hers--and yet her blood was shed; 120 I saw--and could not stanch it.",0,,,band_0
s00139,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),And for this-- A being of the race thou dost despise--,0,,,band_0
s00140,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"The order, which thine own would rise above, Mingling with us and ours,--thou dost forego",0,,,band_0
s00141,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"The gifts of our great knowledge, and shrink'st back To recreant mortality----Away!",0,,,band_0
s00142,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),Daughter of Air!,1,air,WEATHER,band_1
s00143,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I tell thee, since that hour--",0,,,band_0
s00144,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"But words are breath--look on me in my sleep, Or watch my watchings--Come and sit by me!",0,,,band_0
s00145,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"My solitude is solitude no more, 130 But peopled with the Furies;--I have gnashed My teeth in darkness till returning morn, Then cursed myself till sunset;--I have prayed For madness as a blessing--'tis denied me.",0,,,band_0
s00146,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I have affronted Death--but in the war Of elements the waters shrunk from me,And fatal things passed harmless; the cold hand Of an all-pitiless Demon held me back, Back by a single hair, which would not break.",1,water,LANDSCAPE,band_1
s00147,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"In Fantasy, Imagination, all 140 The affluence of my soul--which one day was A Croesus in creation--I plunged deep, But, like an ebbing wave, it dashed me back Into the gulf of my unfathomed thought.",2,gulf; wave,LANDSCAPE; WEATHER,band_2
s00148,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I plunged amidst Mankind--ForgetfulnessI sought in all, save where 'tis to be found-- And that I have to learn--my Sciences, My long pursued and superhuman art, Is mortal here: I dwell in my despair-- And live--and live for ever._Witch_.",0,,,band_0
s00149,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),It may be 150 That I can aid thee.,0,,,band_0
s00150,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"To do this thy power Must wake the dead, or lay me low with them.",0,,,band_0
s00151,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),Do so--in any shape--in any hour-- With any torture--so it be the last.,0,,,band_0
s00152,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"That is not in my province; but if thou Wilt swear obedience to my will, and do My bidding, it may help thee to thy wishes.",0,,,band_0
s00153,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),I will not swear--Obey! and whom?,0,,,band_0
s00154,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"the Spirits Whose presence I command, and be the slave Of those who served me--Never! _",0,,,band_0
s00155,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),Is this all?,0,,,band_0
s00156,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Hast thou no gentler answer?--Yet bethink thee, And pause ere thou rejectest.",0,,,band_0
s00157,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),I have said it.,0,,,band_0
s00158,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),I may retire then--say! _,0,,,band_0
s00159,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"We are the fools of Time and Terror: Days Steal on us, and steal from us; yet we live, Loathing our life, and dreading still to die.",0,,,band_0
s00160,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),In all the days of this detested yoke--,0,,,band_0
s00161,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"This vital weight upon the struggling heart, Which sinks with sorrow, or beats quick with pain, Or joy that ends in agony or faintness-- 170",0,,,band_0
s00162,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"In all the days of past and future--for In life there is no present--we can number How few--how less than few--wherein the soul Forbears to pant for death, and yet draws back As from a stream in winter, though the chillBe but a moment's.",1,stream,LANDSCAPE,band_1
s00163,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"I have one resource Still in my science--I can call the dead, And ask them what it is we dread to be: The sternest answer can but be the Grave, And that is nothing: if they answer not-- 180 The buried Prophet answered to the Hag Of Endor; and the Spartan Monarch drew From the Byzantine maid's unsleeping spirit An answer and his destiny--he slew That which he loved, unknowing what he slew, And died unpardoned--though he called in aid The Phyxian Jove, and in Phigalia roused The Arcadian Evocators to compel The indignant shadow to depose her wrath, Or fix her term of vengeance--she replied 190",2,hag; monarch,FAUNA,band_2
s00164,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"In words of dubious import, but fulfilled.",0,,,band_0
s00165,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"If I had never lived, that which I love Had still been living; had I never loved, That which I love would still be beautiful, Happy and giving happiness.",0,,,band_0
s00166,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),What is she?,0,,,band_0
s00167,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),What is she now?--a sufferer for my sins-- A thing I dare not think upon--or nothing.,0,,,band_0
s00168,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),Within few hours I shall not call in vain--,0,,,band_0
s00169,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Yet in this hour I dread the thing I dare: Until this hour I never shrunk to gaze 200 On spirit, good or evil--now I tremble, And feel a strange cold thaw upon my heart.",1,thaw,WEATHER,band_1
s00170,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"But I can act even what I most abhor, And champion human fears.--The night approaches.",0,,,band_0
s00171,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),I spent the following day roaming through the valley.,1,valley,LANDSCAPE,band_1
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",4,glacier; hill; rise; valley,LANDSCAPE,band_3plus
s00173,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The abrupt sides of vast mountains were before me; the icy wall of the glacier overhung me; a few shattered pines were scattered around; and the solemn silence of this glorious presence-chamber of imperial Nature was broken only by the brawling waves or the fall of some vast fragment, the thunder sound of the avalanche or the cracking, reverberated along the mountains, of the accumulated ice, which, through the silent working of immutable laws, was ever and anon rent and torn, as if it had been but a plaything in their hands.",6,fall; mountain; pine; wall; wave,FLORA; LANDSCAPE; WEATHER,band_3plus
s00174,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),These sublime and magnificent scenes afforded me the greatest consolation that I was capable of receiving.,0,,,band_0
s00175,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"They elevated me from all littleness of feeling, and although they did not remove my grief, they subdued and tranquillised it.",0,,,band_0
s00176,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"In some degree, also, they diverted my mind from the thoughts over which it had brooded for the last month.",0,,,band_0
